year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2023,Peaceful protest,Protesters only,Overijssel,Diepenheim,RTV Oost,"On 19 February 2023, several dozen people assembled in the center of Diepenheim with torches to face the Minister of Finance and D66 party leader who was in town that day and express their discontent with her policy and party line. Farmers were participating in the action.",crowd size=several dozen,6.5551,52.1992
2023,Peaceful protest,Protesters only,Groningen,Winschoten,Dagblad Van Het Noorden,"On 20 February 2023, around 200 people staged a protest action in front of the city hall in Winschoten against the municipal decision to close the sports center and swimming pool De Hardenberg in Finsterwolde.",crowd size=around 200,7.0371,53.1429
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Den Haag FM; Dutch Police,"On 20 February 2023, about 35 XR activists staged a protest action in Den Haag (Zuid-Holland), first outside the Ministry of Finance on the Korte Voorhout and later in front of the VVD party headquarters at the Mauritskade, blocking traffic, to demand more government action against climate change. Police forces asked the protesters to clear the road, after which eight of them were arrested for not complying with the order. One of the protesters was a councilor for the GreenLeft party in the municipality of Rijswijk.",crowd size=about 35,4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,FNV,"On 21 February 2023, an unknown number of employees of Bijenkorf staged a protest on the Dam in Amsterdam to demand higher wages amid rising living costs.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Holland,Hilversum,ND - Nederlands Dagblad,"On 21 February 2023, around 15 people staged a protest at the Mediapark in Hilversum against mainstream media and to demand a more honest coverage of events.",crowd size=around 15,5.1766,52.2282
2023,Peaceful protest,Protesters only,Groningen,Zuidhorn,RTV Noord,"On 21 February 2023, dozens of sheltered employment workers from Groningen staged a protest in front of the city hall of Zuidhorn to demand higher wages and full transportation coverage. The protest was an initiative of FNV.",crowd size=dozens,6.4037,53.247
2023,Peaceful protest,Protesters only,Groningen,Sellingen,RTV Noord,"On 21 February 2023, dozens of sheltered employment workers from Groningen staged a protest in front of the city hall of Sellingen to demand higher wages and full transportation coverage. The protest was an initiative of FNV.",crowd size=dozens,7.1511,52.9453
2023,Peaceful protest,Protesters only,Groningen,Stadskanaal,RTV Noord,"On 21 February 2023, dozens of sheltered employment workers from Groningen staged a protest in front of the community hall of Stadskanaal to demand higher wages and full transportation coverage. The protest was an initiative of FNV.",crowd size=dozens,6.9598,52.9945
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Dagblad Van Het Noorden,"On 21 February 2023, an unknown number of patients and representatives of the UMC hospital in Utrecht staged a protest action at the Tweede Kamer Parliament in Den Haag to denounce governmental plans to limit the country's children's heart surgery centers to Rotterdam and Groningen.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 22 February 2023, dozens of Uber drivers staged a protest in front of the company's headquarters in Amsterdam, blocking the road, to demand a clearer and fairer labor regime.",crowd size=dozens,4.8985,52.371
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,De Telegraaf; ND - Nederlands Dagblad,"On 22 February 2023, an unknown number of protesters associated with Quit with Coal and Christian Climate Action blocked a railway in the port of Amsterdam, to protest against the use of the port for coal transports. Police arrested 17 protesters because they were blocking a coal transport.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Groningen,Groningen,RTV Noord,"On 22 February 2023, an unknown number of representatives and affiliates of PvdD staged a protest action at the Martinikerkhof in Groningen to denounce the provincial decision to hunt down and kill thousands of geese the following year due to overpopulation. They claimed there were more animal-friendly alternatives.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Zuid-Holland,Delft,Extinction Rebellion,"On 22 February 2023, an unknown number of Extinction Rebellion activists staged a protest outside the TU Delft in Delft to denounce the university's ties with deep sea mining companies.",crowd size=no report,4.3592,52.0102
2023,Peaceful protest,Protesters only,Noord-Holland,Aalsmeer,FNV,"On 22 February 2023, an unknown number of employees of the Flora Holland fair staged a protest action in Aalsmeer to demand higher wages amid inflation.",crowd size=no report,4.7509,52.2661
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD; AT 5,"On 24 February 2023, several hundred people staged a protest march from the Museumplein to the Dam in Amsterdam (Noord-Holland) to mark the anniversary of the Russian invasion of Ukraine, and denounce it. Ukrainian refugees participated in the protest. The event was organized by AI, Foundation Ukrainians in the Netherlands and Pax among others. Among the speakers there were parliamentarians Laurens Dassen from Volt, Suzanne Kroger from GreenLeft, Christine Teunissen from the Animal Party and Kati Piri from the PvdA.",crowd size=several hundred,4.8985,52.371
2023,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 24 February 2023, an unknown number of people staged a protest on the Grote Markt in Groningen to mark the anniversary of the Russian invasion of Ukraine and denounce the invasion.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Noord-Holland,Haarlem,Extinction Rebellion,"On 24 February 2023, around 20 activists of Extinction Rebellion staged a protest action at the Province House in Haarlem, occupying its inner courtyard to demand the closure of a local Tata Steel company. They cited environmental concerns.",crowd size=around 20,4.6376,52.3869
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,Omroep Gelderland,"On 24 February 2023, several dozen people joined a protest organized by Ukrainians in Nijmegen to mark the anniversary of the Russian invasion of Ukraine and denounce the invasion.",crowd size=several dozen,5.8528,51.8425
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 25 February 2023, a dozen people staged a protest in front of the Portaal housing company headquarters in Utrecht to denounce their sale of social housing units in the context of increasing demand for social housing.",crowd size=a dozen,5.1128,52.0871
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 25 February 2023, about 300 people, including Ukrainian and Russian nationals, protested in front of the Russian Embassy in Den Haag (Zuid-Holland) to denounce the invasion of Ukraine and to demand the release of imprisoned Russian journalist and opposition leader Alexei Navalny.",crowd size=about 300,4.3128,52.0795
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,AT 5; Dutch Police,"On 26 February 2023, several hundred people staged a protest march through Amsterdam, starting from the Dam to the Waterlooplein, to denounce the housing policy in the city. In the Kalverstraat, protesters were expected to not exceed the limit of 400 people per group. When two groups attempted to merge, police forces separated them using physical violence.",crowd size=several hundred,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Vlaardingen,AD,"On 26 February 2023, about 100 residents and Ukrainian refugees marched through Vlaardingen (Zuid-Holland) to denounce the Russian invasion of Ukraine.",crowd size=about 100,4.3406,51.9068
2023,Peaceful protest,Protesters only,Groningen,Groningen,AD,"On 27 February 2023, dozens of employees of Ambulance Care staged a protest action in Groningen (Groningen) to protest a recent negative report on their services by a research firm, arguing patient care would not be influenced by it.",crowd size=dozens,6.5667,53.2192
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 1 March 2023, a dozen XR activists staged a protest outside the Ymere housing company headquarters in Amsterdam (Noord-Holland) to denounce the company's lack of efforts to isolate their housing units.",crowd size=a dozen,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Geldrop,Omroep Brabant,"On 1 March 2023, an unknown number of health personnel of the Anna hospital in Geldrop staged a protest in front of the hospital to demand a better collective labor agreement.",crowd size=no report,5.5617,51.4075
2023,Peaceful protest,Protesters only,Noord-Brabant,Veghel,Omroep Brabant,"On 3 March 2023, around 20 people staged a protest at the city hall of Meierijstad in Veghel to denounce the municipal plans to install a billboard in their neighborhood.",crowd size=around 20,5.5044,51.6238
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 5 March 2023, thousands of people staged a protest march from the Dam through Amsterdam to mark International Women's Day and demanded more gender equality. A representative of the PvdA party was present.",crowd size=thousands,4.8985,52.371
2023,Peaceful protest,Protesters only,Gelderland,Wageningen,Omroep Gelderland,"On 5 March 2023, around 20 people staged a protest action in Wageningen, jumping into the Rhine to denounce a pipeline project in the river.",crowd size=around 20,5.6667,51.97
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 5 March 2023, 10 Extinction Rebellion activists staged a protest action at Rembrandt's De Nachtwacht painting in the Rijksmuseum in Amsterdam to raise awareness for climate change.",crowd size=10,4.8985,52.371
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,AD,"On 5 March 2023, an unknown number of Go Ahead Eagles football club supporters protested in Leeuwarden (Friesland) against the municipality's decision not to allow away supporters at matches. On the side of the demonstration, police officers arrested three men for carrying a baseball bat.",crowd size=no report,5.7925,53.1929
2023,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 6 March 2023, around 150 bus drivers staged a protest at the Hoodstation in Groningen in the context of a public transport sector strike for a better collective labor agreement. The action was an initiative of FNV.",crowd size=around 150,6.5667,53.2192
2023,Peaceful protest,Protesters-Protesters,Drenthe,Zuidwolde,Dagblad Van Het Noorden,"On 6 March 2023, an unknown number of Extinction Rebellion activists attempted to stage a protest action at the city hall of Zuidwolde, but were prevented and menaced by farmer counter-protesters disaffected with the climate discourse of the group and its effect on their sector.",crowd size=no report,6.4261,52.6746
2023,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 6 March 2023, an unknown number of Extinction Rebellion activists staged a die-in protest action on the Vismarktin Groningen to raise awareness for climate change.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 6 March 2023, an unknown number of activists of Greenpeace and Extinction Rebellion staged a protest in front of the Rabobank headquarters in Utrecht to denounce the bank's role in the nitrogen crisis given its investments in fossil fuels.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,AD,"On 6 March 2023, an unknown number of asylum seekers staying on the boat on the Ruige Weteringpad gathered for a protest in Gouda (Zuid-Holland) against the long waiting time to obtain an interview with the Immigration and Naturalization Agency. The protest was ongoing as of 8 March 2023.",crowd size=no report,4.7107,52.011
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,FNV,"On 8 March 2023, an unknown number of FNV, CNV and De Unie union delegates staged a protest in Amsterdam to demand a new collective labor agreement.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 8 March 2023, hundreds of students and academic personnel assembled in front of the RUG University headquarters in Groningen to mark International Women's Day for more equality for women and to denounce cases of sexual harassment and social insecurity within the university.",crowd size=hundreds,6.5667,53.2192
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,AD; RTV Utrecht,"On 8 March 2023, 20 mothers who were victims of the Dutch childcare benefits scandal staged a protest in front of the Tax Administration in Utrecht (Utrecht) to mark International Women's Day for more gender equality. Over 80 percent of the people who were wrongly suspected of fraud in the scandal were women. The protesters demanded a quick and durable solution to the problem.",crowd size=20,5.1128,52.0871
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 9 March 2023, a few hundred health workers staged a protest on the Stadhuisplein in Utrecht to demand structural measures to alleviate the working pressure and lack of personnel in their sector.",crowd size=a few hundred,5.1128,52.0871
2023,Peaceful protest,Protesters only,Zuid-Holland,Dordrecht,AD,"On 9 March 2023, several dozen city council members and other residents walked through the streets of Dordrecht (Zuid-Holland) to demand that the nearby Chemours company stop emitting PFAS chemicals. VVD co-organized the event and an SP elected representative attended the demonstration. The protesters expressed health concerns regarding PFAS chemicals.",crowd size=several dozen,4.6781,51.7963
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,Omroep Gelderland,"On 9 March 2023, several dozen students staged a protest in Nijmegen to denounce the lack of affordable accommodation in the city.",crowd size=several dozen,5.8528,51.8425
2023,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 10 March 2023, an unknown number of people staged a protest in front of the Institute for Mining Damage in Groningen to demand an end to the contestation of the compensation fees for victims of mining-induced earthquakes.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,De Gooi- en Eemlander; RTL Nieuws,"On 10 March 2023, ten members of Extinction Rebellion staged a peaceful protest on the red carpet of the Boekenbal, a literary gala, in Amsterdam. The protesters, who were also writers invited to the gala, held up a banner saying 'No literature on a dead planet'.",crowd size=10,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Westonline,"On 10 March 2023, an unknown number of people staged a protest on the Lange Voorhout in Den Haag to denounce the lack of affordable housing in the city.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Zuid-Holland,Rijswijk,AD,"On 10 March 2023, a group of Farmers Defence Force members with dozens of tractors demonstrated in Rijswijk (Zuid-Holland) against the nitrogen regulations of the Dutch government.",crowd size=dozens of tractors,4.3199,52.0448
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,ND - Nederlands Dagblad; RTL Nieuws,"On 11 March 2023, between 15,000 and 20,000 people participated in a demonstration organized by Farmers Defence Force and Samen voor Nederland in Den Haag against the current government, particularly its plans to cut down on nitrogen emissions and its handling of the Groningen earthquake crisis and welfare benefits scandal. The leaders of FVD , PVV, and BVNL all held speeches. Police arrested one demonstrator who used a shovel to break through a police blockade. The man resisted his arrest and injured two police officers in the process.","crowd size=15,000-20,000",4.3128,52.0795
2023,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,ND - Nederlands Dagblad; RTL Nieuws,"On 11 March 2023, around 4,500 protesters associated with Extinction Rebellion staged a protest in Den Haag against Dutch government subsidies for fossil fuels. Activists belonging to the group Christian Climate Action also attended. Police used water cannons to disperse protesters who were blocking a highway with their bodies, and arrested around 700 protesters who took part in this blockade.","crowd size=around 4,500",4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Brabant,Eindhoven,Leeuwarder Courant,"On 12 March 2023, around 60 supporters of Leeuwarden football club SC Cambuur held a peaceful protest in Eindhoven against the municipality of Eindhoven's decision to ban SC Cambuur supporters from attending away games against local football club PSV Eindhoven.",crowd size=around 60,5.4814,51.445
2023,Peaceful protest,Protesters only,Zuid-Holland,Voorschoten,Westonline,"On 12 March 2023, around 100 people staged a peaceful protest march in Voorschoten against the construction of a bungalow park in a natural area near the town. Most protesters were local residents.",crowd size=around 100,4.4457,52.1242
2023,Peaceful protest,Protesters only,Zuid-Holland,Leidschendam,AD,"On 12 March 2023, about 250 people demonstrated in Leidschendam (Zuid-Holland) against the arrival of 222 vacation homes and 569 parking spaces in the local, Vlietland-Noord recreational area. Several local and provincial councilors from several parties, including GL, SP, PvdA, PvdD, and Progressive Zoeterwoude, participated in the demonstration, as well as local citizen initiatives.",crowd size=about 250,4.3983,52.0856
2023,Peaceful protest,Protesters only,Noord-Brabant,Cuijk,AD,"On 12 March 2023, an unknown number of people organized a protest action in Cuijk (Noord-Brabant) to demand light be shed on excessive mortality observed during the coronavirus period. According to the protesters, the vaccine caused many deaths and the media kept silent about it.",crowd size=no report,5.8611,51.725
2023,Peaceful protest,Protesters only,Utrecht,Soesterberg,RTV Utrecht,"On 13 March 2023, an unknown number of people attended a peaceful protest organized by local political parties POS and Lokaal Belangrijk on a viaduct over the A23 highway in Soesterberg, against the construction of wind turbines along the highway.",crowd size=no report,5.2843,52.1205
2023,Peaceful protest,Protesters only,Utrecht,Veenendaal,AD,"On 13 March 2023, about 60 workers from the Landor textile processing company in Veenendaal (Utrecht) demonstrated around the factory site to demand a 10-percent wage increase and more flexible home-working arrangements.",crowd size=about 60,5.5556,52.0258
2023,Peaceful protest,Protesters only,Zuid-Holland,Delft,Westonline,"On 14 March 2023, dozens of nurses held a peaceful sit-in protest at the Reinier de Graaf Hospital in Delft, against the failure of labor agreement negotiations and in favor of higher wages and better working conditions.",crowd size=dozens,4.3592,52.0102
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 14 March 2023, hundreds of people working in the public transport sector, mostly bus drivers, staged a peaceful protest in Utrecht, demanding better working conditions and salaries. The protest took place in the context of a nation-wide strike by bus drivers.",crowd size=hundreds,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,ND - Nederlands Dagblad,"On 14 March 2023, in the evening, at the call of Farmers Defence Force, between 500 and 1,200 people, including hundreds of farmers with tractors, gathered in front of the provincial government hall in Den Bosch (Noord-Brabant), where a televised debate between the leaders of the main Dutch political parties was taking place, honking horns, waving flags, and setting off fireworks, to protest against nitrogen policies and to urge voters not to support establishment parties in the upcoming elections. Along with them, around 20 protesters from PSR demonstrated against far-right parties and the BBB party. The group Toekomstboeren, advocating for sustainable farming, also joined the protest. Due to the tractors blocking surrounding streets, the 250 debate attendees were unable to leave the building until 23:00. Most farmers departed after 22:00.","crowd size=between 500 and 1,200",5.3064,51.6879
2023,Peaceful protest,Protesters only,Noord-Brabant,Waspik,AD,"On 14 March 2023, an unknown number of farmers protested in Waspik (Noord-Brabant) against the nitrogen regulations of the Dutch government.",crowd size=no report,4.9464,51.6872
2023,Peaceful protest,Protesters only,Groningen,Zuidbroek,RTV Noord,"On 15 March 2023, around 50 asylum seekers protested against the living conditions in their emergency shelter in Zuidbroek. They argued the shelter was filthy and that there were insufficient sanitary facilities and lack of attention to their personal situation.",crowd size=around 50,6.8632,53.1659
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD,"On 15 March 2023, 4 XR activists climbed on stage during a performance at the International Theater in Amsterdam (Noord-Holland), before collectively undressing, to call on people to prioritize the planet over profit.",crowd size=4,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Eindhoven,FNV,"On 16 March 2023, an unknown number of health workers at a hospital in Eindhoven held a protest march around their hospital to demand better working conditions and higher wages. The protest took place in the context of a strike at hospitals across the country. The trade union FNV was involved.",crowd size=no report,5.4814,51.445
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 16 March 2023, an unknown number of nurses and other hospital employees staged peaceful protest marches in and around two different hospitals in Amsterdam to demand better working conditions and higher wages. The protests took place in the context of a series of strikes at hospitals across the country.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,Leeuwarder Courant,"On 16 March 2023, between 400 and 500 nurses and other employees of a hospital in Leeuwarden held a peaceful sit-in protest and a protest march around the hospital to demand better working conditions and higher wages. The protest took place in the context of a strike at hospitals across the country.",crowd size=size=400-500,5.7925,53.1929
2023,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden; RTV Noord,"On 16 March 2023, an unknown number of health workers and other employees at a hospital in Groningen held a peaceful sit-in protest and a protest march around the hospital to demand better working conditions and higher wages. The protest was partly organized by FNV and took place in the context of a strike at hospitals across the country.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Utrecht,Amersfoort,AD,"On 16 March 2023, an unknown number of health workers at the Meander Medical Center protested in Amersfoort (Utrecht) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=no report,5.3888,52.1565
2023,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,AD,"On 16 March 2023, many dozen health workers at the Jeroen Bosch hospital protested in Den Bosch (Noord-Brabant) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=many dozen,5.3064,51.6879
2023,Peaceful protest,Protesters only,Zuid-Holland,Dordrecht,AD,"On 16 March 2023, an unknown number of health workers at the Albert Schweitzer hospital protested in Dordrecht (Zuid-Holland) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=no report,4.6781,51.7963
2023,Peaceful protest,Protesters only,Gelderland,Ede,AD,"On 16 March 2023, dozens of health workers at the Gelderse Vallei hospital in Ede (Gelderland) held a peaceful sit-in protest and a noise protest to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=dozens,5.671,52.0453
2023,Peaceful protest,Protesters only,Overijssel,Enschede,AD,"On 16 March 2023, a few hundred health workers protested in front of the hospital in Enschede (Overijssel) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=a few hundred,6.8958,52.2183
2023,Peaceful protest,Protesters only,Zeeland,Goes,AD,"On 16 March 2023, over 100 health workers at the Admiral de Ruyter Medical Center protested in Goes (Zeeland) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=over 100,3.8888,51.5053
2023,Peaceful protest,Protesters only,Zuid-Holland,Gorinchem,AD,"On 16 March 2023, an unknown number of health workers at the Beatrix hospital protested in Gorinchem (Zuid-Holland) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=no report,4.9739,51.8292
2023,Peaceful protest,Protesters only,Noord-Brabant,Uden,AD,"On 16 March 2023, an unknown number of health workers at the Bernhoven hospital gathered in the hall of their hospital in Uden (Noord-Brabant) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=no report,5.6161,51.6591
2023,Peaceful protest,Protesters only,Noord-Brabant,Helmond,AD,"On 16 March 2023, an unknown number of health workers at the Elkerliek hospital protested in Helmond (Noord-Brabant) to demand better working conditions and higher wages. The protest was organized by unions, including FNV, and was part of a nationwide strike and demonstration movement in hospitals across the country.",crowd size=no report,5.6552,51.4784
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,AD; RTV Utrecht,"On 18 March 2023, at the call of the action group Active for Justice, about 20 people staged peaceful protests outside two restaurants in Utrecht (Utrecht), demanding that they remove foie gras from their menus as the product is produced in a way that they deemed harmful to animals.",crowd size=about 20,5.1128,52.0871
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD,"On 18 March 2023, several hundred people demonstrated in Amsterdam (Noord-Holland) against racism and discrimination. The FNV was present, as well as supporters of Palestine, and members of PvdD and BIJ1.",crowd size=several hundred,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Alphen aan den Rijn,112 HM,"On 20 March 2023, dozens of farmers started a series of daily peaceful protests outside the penitentiary in Alphen aan den Rijn, where a farmer that was arrested at a protest in Den Haag on 11 March 2023 was being kept, against the arrest of their colleague and the violence used by police during the arrest. As of 22 March 2023, the rallies were ongoing.",crowd size=dozens,4.6558,52.1314
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 21 March 2023, an unknown number of people associated with action group Niet Te Koop occupied a vacant house in Amsterdam, to protest against the sale of social housing on the private market and the lack of available housing for young people in the city.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Alphen aan den Rijn,Westonline,"On 21 March 2023, an unknown number of farmers staged a peaceful protest outside the penitentiary facility in Alphen aan den Rijn, where a farmer that was arrested at a protest in Den Haag on 11 March 2023 was being kept, against the arrest of their colleague. The demonstrators gathered in a parking lot outside the facility with tractors and waving reversed Dutch flags.",crowd size=no report,4.6558,52.1314
2023,Peaceful protest,Protesters only,Zuid-Holland,Wateringen,Westonline,"On 21 March 2023, 700 students and teachers of local primary schools held a peaceful protest outside a swimming pool in Wateringen, against the proposed closure of the swimming pool by the municipality.",crowd size=700,4.2738,52.0244
2023,Peaceful protest,Protesters only,Noord-Holland,Haarlem,Extinction Rebellion; RTL Nieuws,"On 21 March 2023, at the call of Extinction Rebellion and Greenpeace, a dozen people protested outside the courthouse in Haarlem, where a court case between the aviation industry and the Dutch state concerning the downsizing of Schiphol Airport was being treated, in favor of limiting the number of flights leaving from Schiphol Airport. They cited environmental concerns.",crowd size=a dozen,4.6376,52.3869
2023,Peaceful protest,Protesters only,Zuid-Holland,Alphen aan den Rijn,AD; Westonline,"On 22 March 2023, about 20 farmers staged a peaceful protest outside the penitentiary center in Alphen aan den Rijn (Zuid-Holland), where a farmer who was arrested at a protest in Den Haag on 11 March 2023 was being kept, against the arrest of their colleague. The demonstrators gathered in a parking lot outside the facility with tractors and carrying reversed Dutch flags.",crowd size=about 20,4.6558,52.1314
2023,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden; RTV Noord,"On 22 March 2023, about 50 students, at the call of action group Occupy RUG, staged a peaceful protest at the university campus in Groningen, demanding more attention for social safety within the university and that the university's decision to fire a professor who had spoken out against social unsafety within the university be turned back.",crowd size=about 50,6.5667,53.2192
2023,Peaceful protest,Protesters only,Overijssel,Borne,RTV Oost,"On 23 March 2023, dozens of children living in the West neighborhood of Borne and their parents staged a peaceful protest in front of the town hall in Borne, demanding more clarity about the municipality's plans for the construction of new schools in Borne-West.",crowd size=dozens,6.7509,52.3028
2023,Peaceful protest,Protesters only,Noord-Brabant,Eindhoven,AD; Omroep Brabant,"On 25 March 2023, about 15 people belonging to action group Active for Justice staged peaceful protests in front of several restaurants in Eindhoven (Noord-Brabant), demanding that they remove foie gras from their menus, citing the animal-unfriendly nature of the product.",crowd size=about 15,5.4814,51.445
2023,Protest with intervention,State forces-Protesters,Noord-Brabant,Eindhoven,ND - Nederlands Dagblad; Omroep Brabant,"On 25 March 2023, between 300 and 500 people staged a protest, called for by Extinction Rebellion, on and around Eindhoven Airport in Eindhoven, demanding that the airport stop environmental pollution, stick to climate regulations, and decrease the number of leaving flights. Action groups Scientist Rebellion and De Luchtfietsers also attended. A few hundred protesters occupied the private jet terrain, while around 20 protesters blocked the entrance to the private jet terminal. Royal Marechaussee and police arrested 104 protesters.",crowd size=300-500,5.4814,51.445
2023,Peaceful protest,Protesters only,Gelderland,Arnhem,AD,"On 26 March 2023, between 40 and 50 people protested in Arnhem (Gelderland) for more affordable housing and better protection for tenants.",crowd size=between 40 and 50,5.9149,51.9815
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD,"On 26 March 2023, several dozen pharmacy assistants marched through the center of Rotterdam (Zuid-Holland). Leading the demonstration with a banner and megaphone, they called for change after years of unaddressed challenges in their profession.",crowd size=several dozen,4.4604,51.9214
2023,Peaceful protest,Protesters only,Drenthe,Coevorden,Dagblad Van Het Noorden,"On 27 March 2023, almost 100 striking employees of a carpet factory organized a picket protest in Coevorden, demanding higher wages that compensate for inflation.",crowd size=almost 100,6.7387,52.6631
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 28 March 2023, hundreds of disabled people working for a company that delivers landscaping and other services to the municipality of Amsterdam staged a peaceful protest in central Amsterdam, to demand better wages. Trade union FNV was also present at the demonstration.",crowd size=hundreds,4.8985,52.371
2023,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 28 March 2023, at the call of FNV, an unknown number of people protested in Groningen against the proposed disappearance of a welfare benefit for unemployed elderly people.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Overijssel,Borne,RTV Oost,"On 28 March 2023, an unknown number of students of primary schools in the West neighborhood of Borne and their parents protested in front of the town hall in Borne against the municipality's failure to come up with a plan to construct a new school in the neighborhood.",crowd size=no report,6.7509,52.3028
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Dagblad Van Het Noorden,"On 28 March 2023, about 35 asylum seekers staged a protest in their refugee shelter in Den Haag (Zuid-Holland), to protest against the living conditions in the shelter and their bad treatment by the refugee shelter's staff. Among the protesters was at least one Syrian refugee.",crowd size=about 35,4.3128,52.0795
2023,Peaceful protest,Protesters only,Limburg,Meterik,1limburg.nl; FNV,"On 29 March 2023, an unknown number of FNV affiliates staged a protest at a soon-to-be-bankrupt mushroom farm in Meterik, to demand attention for the situation of the labor migrants, who will lose their housing as a result of the bankruptcy.",crowd size=no report,6.025,51.4551
